time,srcip,srcport,dstip,dstport,funccode
1424274392066539,3232235875,4394,3232235879,502,1
1424274396955532,3232235876,1395,3232235879,502,3
1424274396956387,3232235876,1395,3232235879,502,3
1424274396957106,3232235876,1396,3232235878,502,3
1424274396957911,3232235876,1396,3232235878,502,3
1424274396959342,3232235876,1397,3232235879,502,2
1424274396960084,3232235876,1397,3232235879,502,2
1424274396960780,3232235876,1398,3232235877,502,3
1424274396961648,3232235876,1398,3232235877,502,3
1424274396962956,3232235876,1399,3232235878,502,2
1424274396963810,3232235876,1399,3232235878,502,2
1424274396965366,3232235876,1400,3232235879,502,1
1424274396966126,3232235876,1400,3232235879,502,1
1424274396967615,3232235876,1401,3232235877,502,2
1424274396968511,3232235876,1401,3232235877,502,2
1424274396970009,3232235876,1402,3232235878,502,1
1424274396970768,3232235876,1402,3232235878,502,1
1424274396973481,3232235876,1403,3232235877,502,1
1424274396974337,3232235876,1403,3232235877,502,1
1424274397965602,3232235875,4395,3232235877,502,5
1424274397966034,3232235875,4395,3232235877,502,5
1424274401909773,3232235875,4396,3232235877,502,3
1424274401910170,3232235875,4396,3232235877,502,3
1424274401925418,3232235875,4397,3232235878,502,3
1424274401926267,3232235875,4397,3232235878,502,3
1424274401940211,3232235875,4398,3232235879,502,3
1424274401941082,3232235875,4398,3232235879,502,3
1424274401942306,3232235875,4399,3232235878,502,2
1424274401943104,3232235875,4399,3232235878,502,2
1424274401944367,3232235875,4400,3232235879,502,2
1424274401944775,3232235875,4400,3232235879,502,2
1424274401945668,3232235875,4401,3232235878,502,1
1424274401946063,3232235875,4401,3232235878,502,1
1424274401947006,3232235875,4402,3232235879,502,1
1424274401947412,3232235875,4402,3232235879,502,1
1424274401972571,3232235875,4403,3232235877,502,2
1424274401972997,3232235875,4403,3232235877,502,2
1424274402037496,3232235875,4404,3232235877,502,1
1424274402038302,3232235875,4404,3232235877,502,1
1424274406956548,3232235876,1404,3232235878,502,3
1424274406957408,3232235876,1404,3232235878,502,3
1424274406958463,3232235876,1406,3232235877,502,3
1424274406959344,3232235876,1406,3232235877,502,3
1424274406959561,3232235876,1405,3232235879,502,3
1424274406960394,3232235876,1405,3232235879,502,3
1424274406961773,3232235876,1407,3232235877,502,2
1424274406962574,3232235876,1407,3232235877,502,2
1424274406964187,3232235876,1408,3232235879,502,2
1424274406964975,3232235876,1408,3232235879,502,2
1424274406966613,3232235876,1409,3232235877,502,1
1424274406967395,3232235876,1409,3232235877,502,1
1424274406968928,3232235876,1410,3232235879,502,1
1424274406969708,3232235876,1410,3232235879,502,1
1424274407019482,3232235876,1411,3232235878,502,2
1424274407020306,3232235876,1411,3232235878,502,2
1424274407023601,3232235876,1412,3232235878,502,1
1424274407024347,3232235876,1412,3232235878,502,1
1424274411909104,3232235875,4405,3232235877,502,3
1424274411909986,3232235875,4405,3232235877,502,3
1424274411923739,3232235875,4406,3232235878,502,3
1424274411924641,3232235875,4406,3232235878,502,3
1424274411941251,3232235875,4407,3232235879,502,3
1424274411942132,3232235875,4407,3232235879,502,3
1424274411972255,3232235875,4408,3232235877,502,2
1424274411973053,3232235875,4408,3232235877,502,2
1424274411986987,3232235875,4409,3232235878,502,2
1424274411987814,3232235875,4409,3232235878,502,2
1424274411991371,3232235875,4410,3232235878,502,1
1424274411992121,3232235875,4410,3232235878,502,1
1424274412004280,3232235875,4411,3232235879,502,2
1424274412005139,3232235875,4411,3232235879,502,2
1424274412034472,3232235875,4412,3232235877,502,1
1424274412035347,3232235875,4412,3232235877,502,1
1424274412067228,3232235875,4413,3232235879,502,1
1424274412068012,3232235875,4413,3232235879,502,1
1424274416956657,3232235876,1413,3232235877,502,3
1424274416957537,3232235876,1413,3232235877,502,3
1424274416959940,3232235876,1415,3232235879,502,3
1424274416960861,3232235876,1415,3232235879,502,3
1424274416961021,3232235876,1416,3232235877,502,2
1424274416961809,3232235876,1416,3232235877,502,2
1424274416962143,3232235876,1414,3232235878,502,3
1424274416963007,3232235876,1414,3232235878,502,3
1424274416964431,3232235876,1417,3232235879,502,2
1424274416965214,3232235876,1417,3232235879,502,2
1424274416966827,3232235876,1418,3232235877,502,1
1424274416967624,3232235876,1418,3232235877,502,1
1424274416969275,3232235876,1419,3232235878,502,2
1424274416970196,3232235876,1419,3232235878,502,2
1424274416971715,3232235876,1420,3232235879,502,1
1424274416972564,3232235876,1420,3232235879,502,1
1424274416975119,3232235876,1421,3232235878,502,1
1424274416975576,3232235876,1421,3232235878,502,1
1424274421908968,3232235875,4414,3232235877,502,3
1424274421909802,3232235875,4414,3232235877,502,3
1424274421923896,3232235875,4415,3232235878,502,3
1424274421924819,3232235875,4415,3232235878,502,3
1424274421941371,3232235875,4416,3232235879,502,3
1424274421942228,3232235875,4416,3232235879,502,3
1424274421972133,3232235875,4417,3232235877,502,2
1424274421972995,3232235875,4417,3232235877,502,2
1424274421986990,3232235875,4418,3232235878,502,2
1424274421987809,3232235875,4418,3232235878,502,2
1424274421991534,3232235875,4419,3232235878,502,1
1424274421992321,3232235875,4419,3232235878,502,1
1424274422004312,3232235875,4420,3232235879,502,2
1424274422005152,3232235875,4420,3232235879,502,2
1424274422034471,3232235875,4421,3232235877,502,1
1424274422035307,3232235875,4421,3232235877,502,1
1424274422066967,3232235875,4422,3232235879,502,1
1424274422067845,3232235875,4422,3232235879,502,1
1424274425120881,3232235876,1422,3232235879,502,5
1424274425121367,3232235876,1422,3232235879,502,5
1424274426957332,3232235876,1423,3232235879,502,3
1424274426957370,3232235876,1423,3232235879,502,3
1424274426957373,3232235876,1424,3232235877,502,3
1424274426957378,3232235876,1424,3232235877,502,3
1424274426957393,3232235876,1425,3232235878,502,3
1424274426959896,3232235876,1425,3232235878,502,3
1424274426959922,3232235876,1426,3232235879,502,2
1424274426959942,3232235876,1426,3232235879,502,2
1424274426959955,3232235876,1427,3232235877,502,2
1424274426959959,3232235876,1427,3232235877,502,2
1424274426962375,3232235876,1428,3232235878,502,2
1424274426962380,3232235876,1428,3232235878,502,2
1424274426962400,3232235876,1429,3232235879,502,1
1424274426962405,3232235876,1429,3232235879,502,1
1424274426964897,3232235876,1430,3232235877,502,1
1424274426964907,3232235876,1430,3232235877,502,1
1424274426964929,3232235876,1431,3232235878,502,1
1424274426964935,3232235876,1431,3232235878,502,1
1424274431909290,3232235875,4423,3232235877,502,3
1424274431910213,3232235875,4423,3232235877,502,3
1424274431924014,3232235875,4424,3232235878,502,3
1424274431924908,3232235875,4424,3232235878,502,3
1424274431941615,3232235875,4425,3232235879,502,3
1424274431942540,3232235875,4425,3232235879,502,3
1424274431987641,3232235875,4426,3232235877,502,2
1424274431988095,3232235875,4426,3232235877,502,2
1424274431988948,3232235875,4427,3232235878,502,2
1424274431989393,3232235875,4427,3232235878,502,2
1424274431991547,3232235875,4428,3232235878,502,1
1424274431991984,3232235875,4428,3232235878,502,1
1424274431992907,3232235875,4429,3232235877,502,1
1424274431993331,3232235875,4429,3232235877,502,1
1424274432007071,3232235875,4430,3232235879,502,2
1424274432007572,3232235875,4430,3232235879,502,2
1424274432066629,3232235875,4431,3232235879,502,1
1424274432068193,3232235875,4431,3232235879,502,1
1424274436956677,3232235876,1432,3232235879,502,3
1424274436957531,3232235876,1432,3232235879,502,3
1424274436958147,3232235876,1433,3232235878,502,3
1424274436958948,3232235876,1433,3232235878,502,3
1424274436959492,3232235876,1434,3232235877,502,3
1424274436960380,3232235876,1434,3232235877,502,3
1424274436961689,3232235876,1435,3232235879,502,2
1424274436962491,3232235876,1435,3232235879,502,2
1424274436964111,3232235876,1436,3232235878,502,2
1424274436964875,3232235876,1436,3232235878,502,2
1424274436966512,3232235876,1437,3232235877,502,2
1424274436967270,3232235876,1437,3232235877,502,2
1424274436968871,3232235876,1438,3232235879,502,1
1424274436969631,3232235876,1438,3232235879,502,1
1424274436971223,3232235876,1439,3232235878,502,1
1424274436971971,3232235876,1439,3232235878,502,1
1424274436973571,3232235876,1440,3232235877,502,1
1424274436974331,3232235876,1440,3232235877,502,1
1424274441909189,3232235875,4432,3232235877,502,3
1424274441910050,3232235875,4432,3232235877,502,3
1424274441923953,3232235875,4433,3232235878,502,3
1424274441924949,3232235875,4433,3232235878,502,3
1424274441941452,3232235875,4434,3232235879,502,3
1424274441942311,3232235875,4434,3232235879,502,3
1424274441972422,3232235875,4435,3232235877,502,2
1424274441973236,3232235875,4435,3232235877,502,2
1424274441987034,3232235875,4436,3232235878,502,2
1424274441987852,3232235875,4436,3232235878,502,2
1424274441991551,3232235875,4437,3232235878,502,1
1424274441992300,3232235875,4437,3232235878,502,1
1424274442004568,3232235875,4438,3232235879,502,2
1424274442005402,3232235875,4438,3232235879,502,2
1424274442034601,3232235875,4439,3232235877,502,1
1424274442035427,3232235875,4439,3232235877,502,1
1424274442067106,3232235875,4440,3232235879,502,1
1424274442067930,3232235875,4440,3232235879,502,1
1424274446956720,3232235876,1441,3232235877,502,3
1424274446957707,3232235876,1441,3232235877,502,3
1424274446958118,3232235876,1442,3232235878,502,3
1424274446958946,3232235876,1442,3232235878,502,3
1424274446962143,3232235876,1444,3232235877,502,2
1424274446962983,3232235876,1444,3232235877,502,2
1424274446963282,3232235876,1445,3232235878,502,2
1424274446964063,3232235876,1445,3232235878,502,2
1424274446964419,3232235876,1443,3232235879,502,3
1424274446965281,3232235876,1443,3232235879,502,3
1424274446966574,3232235876,1446,3232235877,502,1
1424274446967338,3232235876,1446,3232235877,502,1
1424274446969011,3232235876,1447,3232235878,502,1
1424274446969732,3232235876,1447,3232235878,502,1
1424274446971448,3232235876,1448,3232235879,502,2
1424274446972221,3232235876,1448,3232235879,502,2
1424274446976184,3232235876,1449,3232235879,502,1
1424274446976662,3232235876,1449,3232235879,502,1
1424274451909386,3232235875,4441,3232235877,502,3
1424274451910274,3232235875,4441,3232235877,502,3
1424274451924094,3232235875,4442,3232235878,502,3
1424274451924895,3232235875,4442,3232235878,502,3
1424274451941449,3232235875,4443,3232235879,502,3
1424274451942316,3232235875,4443,3232235879,502,3
1424274451972305,3232235875,4444,3232235877,502,2
1424274451973165,3232235875,4444,3232235877,502,2
1424274451987133,3232235875,4445,3232235878,502,2
1424274451987946,3232235875,4445,3232235878,502,2
1424274451991376,3232235875,4446,3232235878,502,1
1424274451992122,3232235875,4446,3232235878,502,1
1424274452004604,3232235875,4447,3232235879,502,2
1424274452005434,3232235875,4447,3232235879,502,2
1424274452034589,3232235875,4448,3232235877,502,1
1424274452035438,3232235875,4448,3232235877,502,1
1424274452067096,3232235875,4449,3232235879,502,1
1424274452067919,3232235875,4449,3232235879,502,1
1424274456955482,3232235876,1450,3232235879,502,3
1424274456956331,3232235876,1450,3232235879,502,3
1424274456957006,3232235876,1451,3232235878,502,3
1424274456957800,3232235876,1451,3232235878,502,3
1424274456959208,3232235876,1452,3232235879,502,2
1424274456959992,3232235876,1452,3232235879,502,2
1424274456960638,3232235876,1453,3232235877,502,3
1424274456961523,3232235876,1453,3232235877,502,3
1424274456962830,3232235876,1454,3232235878,502,2
1424274456963626,3232235876,1454,3232235878,502,2
1424274456965446,3232235876,1455,3232235879,502,1
1424274456966353,3232235876,1455,3232235879,502,1
1424274456968040,3232235876,1456,3232235877,502,2
1424274456968976,3232235876,1456,3232235877,502,2
1424274456970416,3232235876,1457,3232235878,502,1
1424274456971230,3232235876,1457,3232235878,502,1
1424274456974051,3232235876,1458,3232235877,502,1
1424274456974900,3232235876,1458,3232235877,502,1
1424274461910261,3232235875,4450,3232235877,502,3
1424274461911163,3232235875,4450,3232235877,502,3
1424274461925203,3232235875,4451,3232235878,502,3
1424274461926081,3232235875,4451,3232235878,502,3
1424274461940079,3232235875,4452,3232235879,502,3
1424274461940946,3232235875,4452,3232235879,502,3
1424274461973402,3232235875,4453,3232235877,502,2
1424274461974237,3232235875,4453,3232235877,502,2
1424274461988558,3232235875,4454,3232235878,502,2
1424274461989360,3232235875,4454,3232235878,502,2
1424274461992957,3232235875,4455,3232235878,502,1
1424274461993779,3232235875,4455,3232235878,502,1
1424274462003255,3232235875,4456,3232235879,502,2
1424274462004091,3232235875,4456,3232235879,502,2
1424274462035788,3232235875,4457,3232235877,502,1
1424274462036636,3232235875,4457,3232235877,502,1
1424274462065370,3232235875,4458,3232235879,502,1
1424274462066854,3232235875,4458,3232235879,502,1
1424274466956462,3232235876,1459,3232235878,502,3
1424274466957294,3232235876,1459,3232235878,502,3
1424274466960395,3232235876,1460,3232235877,502,3
1424274466961250,3232235876,1460,3232235877,502,3
1424274466981483,3232235876,1461,3232235877,502,2
1424274466982330,3232235876,1461,3232235877,502,2
1424274466983091,3232235876,1462,3232235879,502,3
1424274466984002,3232235876,1462,3232235879,502,3
1424274466985056,3232235876,1463,3232235878,502,2
1424274466985453,3232235876,1463,3232235878,502,2
1424274466985968,3232235876,1464,3232235877,502,1
1424274466986313,3232235876,1464,3232235877,502,1
1424274466987089,3232235876,1465,3232235879,502,2
1424274466987459,3232235876,1465,3232235879,502,2
1424274466988200,3232235876,1466,3232235878,502,1
1424274466988527,3232235876,1466,3232235878,502,1
1424274466989879,3232235876,1467,3232235879,502,1
1424274466990289,3232235876,1467,3232235879,502,1
1424274471908812,3232235875,4459,3232235877,502,3
1424274471909662,3232235875,4459,3232235877,502,3
1424274471926421,3232235875,4460,3232235878,502,3
1424274471927337,3232235875,4460,3232235878,502,3
1424274471941184,3232235875,4461,3232235879,502,3
1424274471942045,3232235875,4461,3232235879,502,3
1424274471971879,3232235875,4462,3232235877,502,2
1424274471972769,3232235875,4462,3232235877,502,2
1424274471989305,3232235875,4463,3232235878,502,2
1424274471990128,3232235875,4463,3232235878,502,2
1424274471993667,3232235875,4464,3232235878,502,1
1424274471994442,3232235875,4464,3232235878,502,1
1424274472004248,3232235875,4465,3232235879,502,2
1424274472005079,3232235875,4465,3232235879,502,2
1424274472034371,3232235875,4466,3232235877,502,1
1424274472035224,3232235875,4466,3232235877,502,1
1424274472066776,3232235875,4467,3232235879,502,1
1424274472067687,3232235875,4467,3232235879,502,1
1424274476956626,3232235876,1468,3232235877,502,3
1424274476957494,3232235876,1468,3232235877,502,3
1424274476959315,3232235876,1469,3232235878,502,3
1424274476960197,3232235876,1469,3232235878,502,3
1424274476961726,3232235876,1470,3232235877,502,2
1424274476962526,3232235876,1470,3232235877,502,2
1424274476964138,3232235876,1471,3232235878,502,2
1424274476964954,3232235876,1471,3232235878,502,2
1424274476965629,3232235876,1472,3232235879,502,3
1424274476966458,3232235876,1472,3232235879,502,3
1424274476967823,3232235876,1473,3232235877,502,1
1424274476968584,3232235876,1473,3232235877,502,1
1424274476970273,3232235876,1474,3232235878,502,1
1424274476971024,3232235876,1474,3232235878,502,1
1424274476972602,3232235876,1475,3232235879,502,2
1424274476973354,3232235876,1475,3232235879,502,2
1424274476977616,3232235876,1476,3232235879,502,1
1424274476978371,3232235876,1476,3232235879,502,1
1424274481910764,3232235875,4468,3232235877,502,3
1424274481910766,3232235875,4468,3232235877,502,3
1424274481925781,3232235875,4469,3232235878,502,3
1424274481925782,3232235875,4469,3232235878,502,3
1424274481940784,3232235875,4470,3232235879,502,3
1424274481940785,3232235875,4470,3232235879,502,3
1424274481973270,3232235875,4471,3232235877,502,2
1424274481973271,3232235875,4471,3232235877,502,2
1424274481988333,3232235875,4472,3232235878,502,2
1424274481988335,3232235875,4472,3232235878,502,2
1424274481989591,3232235875,4473,3232235878,502,1
1424274481989592,3232235875,4473,3232235878,502,1
1424274482003277,3232235875,4474,3232235879,502,2
1424274482003278,3232235875,4474,3232235879,502,2
1424274482035779,3232235875,4475,3232235877,502,1
1424274482035780,3232235875,4475,3232235877,502,1
1424274482064704,3232235875,4476,3232235879,502,1
1424274482064730,3232235875,4476,3232235879,502,1
1424274486072456,3232235875,4477,3232235879,502,5
1424274486072877,3232235875,4477,3232235879,502,5
1424274486957370,3232235876,1477,3232235879,502,3
1424274486958214,3232235876,1477,3232235879,502,3
1424274486960722,3232235876,1479,3232235878,502,3
1424274486961627,3232235876,1479,3232235878,502,3
1424274486961786,3232235876,1480,3232235879,502,2
1424274486962569,3232235876,1480,3232235879,502,2
1424274486962924,3232235876,1478,3232235877,502,3
1424274486963770,3232235876,1478,3232235877,502,3
1424274486965070,3232235876,1481,3232235878,502,2
1424274486965880,3232235876,1481,3232235878,502,2
1424274486967462,3232235876,1482,3232235879,502,1
1424274486968272,3232235876,1482,3232235879,502,1
1424274486971294,3232235876,1483,3232235877,502,2
1424274486972104,3232235876,1483,3232235877,502,2
1424274486973640,3232235876,1484,3232235878,502,1
1424274486974410,3232235876,1484,3232235878,502,1
1424274486977608,3232235876,1485,3232235877,502,1
1424274486978422,3232235876,1485,3232235877,502,1
1424274491910291,3232235875,4478,3232235877,502,3
1424274491911225,3232235875,4478,3232235877,502,3
1424274491924894,3232235875,4479,3232235878,502,3
1424274491925795,3232235875,4479,3232235878,502,3
1424274491939892,3232235875,4480,3232235879,502,3
1424274491940779,3232235875,4480,3232235879,502,3
1424274491973159,3232235875,4481,3232235877,502,2
1424274491974033,3232235875,4481,3232235877,502,2
1424274491988277,3232235875,4482,3232235878,502,2
1424274491989065,3232235875,4482,3232235878,502,2
1424274491993029,3232235875,4483,3232235878,502,1
1424274491993841,3232235875,4483,3232235878,502,1
1424274492002820,3232235875,4484,3232235879,502,2
1424274492003677,3232235875,4484,3232235879,502,2
1424274492035513,3232235875,4485,3232235877,502,1
1424274492036368,3232235875,4485,3232235877,502,1
1424274492065025,3232235875,4486,3232235879,502,1
1424274492066692,3232235875,4486,3232235879,502,1
1424274496957479,3232235876,1486,3232235878,502,3
1424274496958299,3232235876,1486,3232235878,502,3
1424274496958851,3232235876,1487,3232235879,502,3
1424274496959650,3232235876,1487,3232235879,502,3
1424274496960233,3232235876,1488,3232235877,502,3
1424274496961073,3232235876,1488,3232235877,502,3
1424274496962483,3232235876,1489,3232235878,502,2
1424274496963194,3232235876,1489,3232235878,502,2
1424274496964837,3232235876,1490,3232235879,502,2
1424274496965600,3232235876,1490,3232235879,502,2
1424274496967218,3232235876,1491,3232235877,502,2
1424274496967966,3232235876,1491,3232235877,502,2
1424274496969739,3232235876,1492,3232235878,502,1
1424274496970505,3232235876,1492,3232235878,502,1
1424274496972090,3232235876,1493,3232235879,502,1
1424274496972849,3232235876,1493,3232235879,502,1
1424274496976464,3232235876,1494,3232235877,502,1
1424274496977263,3232235876,1494,3232235877,502,1
1424274501911089,3232235875,4487,3232235877,502,3
1424274501911920,3232235875,4487,3232235877,502,3
1424274501925859,3232235875,4488,3232235878,502,3
1424274501926759,3232235875,4488,3232235878,502,3
1424274501941072,3232235875,4489,3232235879,502,3
1424274501941939,3232235875,4489,3232235879,502,3
1424274501974097,3232235875,4490,3232235877,502,2
1424274501974934,3232235875,4490,3232235877,502,2
1424274501989004,3232235875,4491,3232235878,502,2
1424274501989810,3232235875,4491,3232235878,502,2
1424274501993478,3232235875,4492,3232235878,502,1
1424274501994225,3232235875,4492,3232235878,502,1
1424274502004126,3232235875,4493,3232235879,502,2
1424274502004965,3232235875,4493,3232235879,502,2
1424274502036453,3232235875,4494,3232235877,502,1
1424274502037334,3232235875,4494,3232235877,502,1
1424274502066428,3232235875,4495,3232235879,502,1
1424274502067327,3232235875,4495,3232235879,502,1
1424274506956378,3232235876,1495,3232235877,502,3
1424274506957302,3232235876,1495,3232235877,502,3
1424274506957763,3232235876,1496,3232235878,502,3
1424274506958563,3232235876,1496,3232235878,502,3
1424274506962158,3232235876,1498,3232235877,502,2
1424274506962920,3232235876,1498,3232235877,502,2
1424274506963246,3232235876,1499,3232235878,502,2
1424274506964025,3232235876,1499,3232235878,502,2
1424274506964380,3232235876,1497,3232235879,502,3
1424274506965226,3232235876,1497,3232235879,502,3
1424274506966531,3232235876,1500,3232235877,502,1
1424274506967374,3232235876,1500,3232235877,502,1
1424274506968935,3232235876,1501,3232235878,502,1
1424274506969920,3232235876,1501,3232235878,502,1
1424274506971328,3232235876,1502,3232235879,502,2
1424274506972189,3232235876,1502,3232235879,502,2
1424274506975466,3232235876,1503,3232235879,502,1
1424274506975902,3232235876,1503,3232235879,502,1
1424274511908623,3232235875,4496,3232235877,502,3
1424274511909453,3232235875,4496,3232235877,502,3
1424274511925982,3232235875,4497,3232235878,502,3
1424274511926861,3232235875,4497,3232235878,502,3
1424274511940998,3232235875,4498,3232235879,502,3
1424274511941822,3232235875,4498,3232235879,502,3
1424274511974211,3232235875,4499,3232235877,502,2
1424274511975089,3232235875,4499,3232235877,502,2
1424274511989110,3232235875,4500,3232235878,502,2
1424274511989951,3232235875,4500,3232235878,502,2
1424274511993426,3232235875,4501,3232235878,502,1
1424274511994184,3232235875,4501,3232235878,502,1
1424274512004194,3232235875,4502,3232235879,502,2
1424274512005004,3232235875,4502,3232235879,502,2
1424274512034143,3232235875,4503,3232235877,502,1
1424274512034997,3232235875,4503,3232235877,502,1
1424274512066634,3232235875,4504,3232235879,502,1
1424274512067465,3232235875,4504,3232235879,502,1
1424274516957110,3232235876,1504,3232235879,502,3
1424274516957986,3232235876,1504,3232235879,502,3
1424274516958797,3232235876,1505,3232235877,502,3
1424274516959620,3232235876,1505,3232235877,502,3
1424274516961041,3232235876,1506,3232235879,502,2
1424274516961823,3232235876,1506,3232235879,502,2
1424274516962480,3232235876,1507,3232235878,502,3
1424274516963382,3232235876,1507,3232235878,502,3
1424274516964637,3232235876,1508,3232235877,502,2
1424274516965398,3232235876,1508,3232235877,502,2
1424274516967030,3232235876,1509,3232235879,502,1
1424274516967819,3232235876,1509,3232235879,502,1
1424274516969418,3232235876,1510,3232235878,502,2
1424274516970235,3232235876,1510,3232235878,502,2
1424274516971960,3232235876,1511,3232235877,502,1
1424274516972747,3232235876,1511,3232235877,502,1
1424274516975756,3232235876,1512,3232235878,502,1
1424274516976530,3232235876,1512,3232235878,502,1
1424274521909754,3232235875,4505,3232235877,502,3
1424274521910708,3232235875,4505,3232235877,502,3
1424274521924724,3232235875,4506,3232235878,502,3
1424274521925648,3232235875,4506,3232235878,502,3
1424274521942003,3232235875,4507,3232235879,502,3
1424274521942818,3232235875,4507,3232235879,502,3
1424274521972764,3232235875,4508,3232235877,502,2
1424274521973597,3232235875,4508,3232235877,502,2
1424274521987613,3232235875,4509,3232235878,502,2
1424274521988484,3232235875,4509,3232235878,502,2
1424274521991883,3232235875,4510,3232235878,502,1
1424274521992644,3232235875,4510,3232235878,502,1
1424274522004982,3232235875,4511,3232235879,502,2
1424274522005817,3232235875,4511,3232235879,502,2
1424274522035205,3232235875,4512,3232235877,502,1
1424274522036085,3232235875,4512,3232235877,502,1
1424274522067136,3232235875,4513,3232235879,502,1
1424274522068874,3232235875,4513,3232235879,502,1
1424274526955943,3232235876,1513,3232235878,502,3
1424274526956923,3232235876,1513,3232235878,502,3
1424274526957427,3232235876,1514,3232235879,502,3
1424274526958243,3232235876,1514,3232235879,502,3
1424274526960475,3232235876,1515,3232235878,502,2
1424274526961251,3232235876,1515,3232235878,502,2
1424274526963020,3232235876,1516,3232235879,502,2
1424274526963888,3232235876,1516,3232235879,502,2
1424274526964441,3232235876,1517,3232235877,502,3
1424274526965352,3232235876,1517,3232235877,502,3
1424274526966879,3232235876,1518,3232235878,502,1
1424274526967814,3232235876,1518,3232235878,502,1
1424274526970444,3232235876,1519,3232235879,502,1
1424274526970448,3232235876,1519,3232235879,502,1
1424274526971259,3232235876,1520,3232235877,502,2
1424274526972280,3232235876,1520,3232235877,502,2
1424274526976115,3232235876,1521,3232235877,502,1
1424274526977128,3232235876,1521,3232235877,502,1
1424274531910757,3232235875,4514,3232235877,502,3
1424274531911614,3232235875,4514,3232235877,502,3
1424274531925579,3232235875,4515,3232235878,502,3
1424274531926451,3232235875,4515,3232235878,502,3
1424274531940710,3232235875,4516,3232235879,502,3
1424274531941571,3232235875,4516,3232235879,502,3
1424274531973929,3232235875,4517,3232235877,502,2
1424274531974766,3232235875,4517,3232235877,502,2
1424274531988751,3232235875,4518,3232235878,502,2
1424274531989614,3232235875,4518,3232235878,502,2
1424274531993216,3232235875,4519,3232235878,502,1
1424274531993977,3232235875,4519,3232235878,502,1
1424274532003650,3232235875,4520,3232235879,502,2
1424274532004556,3232235875,4520,3232235879,502,2
1424274532036180,3232235875,4521,3232235877,502,1
1424274532037011,3232235875,4521,3232235877,502,1
1424274532066215,3232235875,4522,3232235879,502,1
1424274532067126,3232235875,4522,3232235879,502,1
1424274536956028,3232235876,1522,3232235877,502,3
1424274536956925,3232235876,1522,3232235877,502,3
1424274536957525,3232235876,1523,3232235879,502,3
1424274536958420,3232235876,1523,3232235879,502,3
1424274536959783,3232235876,1524,3232235877,502,2
1424274536960569,3232235876,1524,3232235877,502,2
1424274536961215,3232235876,1525,3232235878,502,3
1424274536962052,3232235876,1525,3232235878,502,3
1424274536963446,3232235876,1526,3232235879,502,2
1424274536964265,3232235876,1526,3232235879,502,2
1424274536965800,3232235876,1527,3232235877,502,1
1424274536966598,3232235876,1527,3232235877,502,1
1424274536968183,3232235876,1528,3232235878,502,2
1424274536968935,3232235876,1528,3232235878,502,2
1424274536970839,3232235876,1529,3232235879,502,1
1424274536971586,3232235876,1529,3232235879,502,1
1424274536974297,3232235876,1530,3232235878,502,1
1424274536974726,3232235876,1530,3232235878,502,1
1424274541909610,3232235875,4523,3232235877,502,3
1424274541910484,3232235875,4523,3232235877,502,3
1424274541927355,3232235875,4524,3232235878,502,3
1424274541930170,3232235875,4524,3232235878,502,3
1424274541942711,3232235875,4525,3232235879,502,3
1424274541942722,3232235875,4525,3232235879,502,3
1424274541972704,3232235875,4526,3232235877,502,2
1424274541972704,3232235875,4526,3232235877,502,2
1424274541988843,3232235875,4527,3232235878,502,2
1424274541990152,3232235875,4527,3232235878,502,2
1424274541993285,3232235875,4528,3232235878,502,1
1424274541993286,3232235875,4528,3232235878,502,1
1424274542005263,3232235875,4529,3232235879,502,2
1424274542005264,3232235875,4529,3232235879,502,2
1424274542035267,3232235875,4530,3232235877,502,1
1424274542035268,3232235875,4530,3232235877,502,1
1424274542067306,3232235875,4531,3232235879,502,1
1424274542067306,3232235875,4531,3232235879,502,1
1424274545258758,3232235876,1531,3232235877,502,5
1424274545259243,3232235876,1531,3232235877,502,5
1424274546956819,3232235876,1532,3232235879,502,3
1424274546957699,3232235876,1532,3232235879,502,3
1424274546958159,3232235876,1533,3232235877,502,3
1424274546959021,3232235876,1533,3232235877,502,3
1424274546962193,3232235876,1535,3232235879,502,2
1424274546963011,3232235876,1535,3232235879,502,2
1424274546963305,3232235876,1536,3232235877,502,2
1424274546964125,3232235876,1536,3232235877,502,2
1424274546964432,3232235876,1534,3232235878,502,3
1424274546965272,3232235876,1534,3232235878,502,3
1424274546966600,3232235876,1537,3232235879,502,1
1424274546967355,3232235876,1537,3232235879,502,1
1424274546970330,3232235876,1538,3232235877,502,1
1424274546971086,3232235876,1538,3232235877,502,1
1424274546971648,3232235876,1539,3232235878,502,2
1424274546972393,3232235876,1539,3232235878,502,2
1424274546976133,3232235876,1540,3232235878,502,1
1424274546976899,3232235876,1540,3232235878,502,1
1424274551909390,3232235875,4532,3232235877,502,3
1424274551910209,3232235875,4532,3232235877,502,3
1424274551926842,3232235875,4533,3232235878,502,3
1424274551927721,3232235875,4533,3232235878,502,3
1424274551941864,3232235875,4534,3232235879,502,3
1424274551942727,3232235875,4534,3232235879,502,3
1424274551972385,3232235875,4535,3232235877,502,2
1424274551973226,3232235875,4535,3232235877,502,2
1424274551989929,3232235875,4536,3232235878,502,2
1424274551990739,3232235875,4536,3232235878,502,2
1424274551994257,3232235875,4537,3232235878,502,1
1424274551995074,3232235875,4537,3232235878,502,1
1424274552004781,3232235875,4538,3232235879,502,2
1424274552005677,3232235875,4538,3232235879,502,2
1424274552035060,3232235875,4539,3232235877,502,1
